<frozen runpy>:128: RuntimeWarning: 'src.experiments.run_experiment' found in sys.modules after import of package 'src.experiments', but prior to execution of 'src.experiments.run_experiment'; this may result in unpredictable behaviour
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
I0000 00:00:1773233546.478651 3906440 gpu_device.cc:2020] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 20831 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3090, pci bus id: 0000:01:00.0, compute capability: 8.6
I0000 00:00:1773233546.510389 3906440 cuda_solvers.cc:175] Creating GpuSolver handles for stream 0x1fde5520
WARNING:tensorflow:From /home/haowu/JPML/code/.venv/lib/python3.12/site-packages/tensorflow/python/util/deprecation.py:660: calling map_fn_v2 (from tensorflow.python.ops.map_fn) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Use fn_output_signature instead
Creating model: src.models.stochastic_volatility_2d.StochasticVolatility2DModel
Generating 500 time steps...
Creating filter: UnscentedKalmanFilter
Initialized UnscentedKalmanFilter with sampled initial state from model distribution
Running UnscentedKalmanFilter...
[2026-03-11 20:52:30,856][tensorflow][WARNING] - From /home/haowu/JPML/code/.venv/lib/python3.12/site-packages/tensorflow/python/util/deprecation.py:660: calling map_fn_v2 (from tensorflow.python.ops.map_fn) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Use fn_output_signature instead

  Step 284/500 | 25.9 ms | elapsed 7.39s
  Step 285/500 | 25.1 ms | elapsed 7.42s
  Step 286/500 | 27.4 ms | elapsed 7.44s
  Step 287/500 | 26.8 ms | elapsed 7.47s
  Step 288/500 | 24.3 ms | elapsed 7.49s
  Step 289/500 | 23.4 ms | elapsed 7.52s
  Step 290/500 | 25.9 ms | elapsed 7.54s
  Step 291/500 | 24.6 ms | elapsed 7.57s
  Step 292/500 | 24.0 ms | elapsed 7.59s
  Step 293/500 | 24.3 ms | elapsed 7.62s
  Step 294/500 | 26.1 ms | elapsed 7.64s
  Step 295/500 | 28.0 ms | elapsed 7.67s
  Step 296/500 | 26.2 ms | elapsed 7.70s
  Step 297/500 | 28.4 ms | elapsed 7.72s
  Step 298/500 | 27.8 ms | elapsed 7.75s
  Step 299/500 | 28.7 ms | elapsed 7.78s
  Step 300/500 | 30.6 ms | elapsed 7.81s
  Step 301/500 | 31.0 ms | elapsed 7.84s
  Step 302/500 | 32.0 ms | elapsed 7.87s
  Step 303/500 | 32.2 ms | elapsed 7.91s
  Step 304/500 | 32.1 ms | elapsed 7.94s
  Step 305/500 | 31.9 ms | elapsed 7.97s
  Step 306/500 | 30.5 ms | elapsed 8.00s
  Step 307/500 | 30.4 ms | elapsed 8.03s
  Step 308/500 | 31.2 ms | elapsed 8.06s
  Step 309/500 | 31.9 ms | elapsed 8.10s
  Step 310/500 | 31.8 ms | elapsed 8.13s
  Step 311/500 | 31.6 ms | elapsed 8.16s
  Step 312/500 | 31.6 ms | elapsed 8.19s
  Step 313/500 | 29.5 ms | elapsed 8.22s
  Step 314/500 | 32.9 ms | elapsed 8.25s
  Step 315/500 | 32.5 ms | elapsed 8.28s
  Step 316/500 | 31.0 ms | elapsed 8.32s
  Step 317/500 | 31.4 ms | elapsed 8.35s
  Step 318/500 | 31.4 ms | elapsed 8.38s
  Step 319/500 | 28.7 ms | elapsed 8.41s
  Step 320/500 | 31.7 ms | elapsed 8.44s
  Step 321/500 | 30.6 ms | elapsed 8.47s
  Step 322/500 | 31.4 ms | elapsed 8.50s
  Step 323/500 | 31.0 ms | elapsed 8.53s
  Step 324/500 | 31.9 ms | elapsed 8.56s
  Step 325/500 | 31.2 ms | elapsed 8.60s
  Step 326/500 | 33.6 ms | elapsed 8.63s
  Step 327/500 | 30.6 ms | elapsed 8.66s
  Step 328/500 | 31.4 ms | elapsed 8.69s
  Step 329/500 | 32.1 ms | elapsed 8.72s
  Step 330/500 | 31.5 ms | elapsed 8.75s
  Step 331/500 | 30.6 ms | elapsed 8.79s
  Step 332/500 | 32.4 ms | elapsed 8.82s
  Step 333/500 | 30.7 ms | elapsed 8.85s
  Step 334/500 | 32.2 ms | elapsed 8.88s
  Step 335/500 | 32.3 ms | elapsed 8.91s
  Step 336/500 | 31.6 ms | elapsed 8.94s
  Step 337/500 | 31.4 ms | elapsed 8.98s
  Step 338/500 | 30.5 ms | elapsed 9.01s
  Step 339/500 | 32.5 ms | elapsed 9.04s
  Step 340/500 | 32.0 ms | elapsed 9.07s
  Step 341/500 | 31.2 ms | elapsed 9.10s
  Step 342/500 | 30.3 ms | elapsed 9.13s
  Step 343/500 | 30.9 ms | elapsed 9.16s
  Step 344/500 | 32.3 ms | elapsed 9.20s
  Step 345/500 | 30.5 ms | elapsed 9.23s
  Step 346/500 | 31.6 ms | elapsed 9.26s
  Step 347/500 | 30.9 ms | elapsed 9.29s
  Step 348/500 | 30.7 ms | elapsed 9.32s
  Step 349/500 | 31.1 ms | elapsed 9.35s
  Step 350/500 | 31.0 ms | elapsed 9.38s
  Step 351/500 | 31.6 ms | elapsed 9.41s
  Step 352/500 | 29.9 ms | elapsed 9.44s
  Step 353/500 | 31.2 ms | elapsed 9.47s
  Step 354/500 | 32.6 ms | elapsed 9.51s
